GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC05_VC45,"2014 - 2012 Statistical Significance; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations"
HC06_VC45,"2011 Estimate; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations"
HC07_VC45,"2014 - 2011 Statistical Significance; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations"
HC08_VC45,"2010 Estimate; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations"
HC09_VC45,"2014 - 2010 Statistical Significance; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations"
HC01_VC49,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over
HC02_VC49,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over
HC03_VC49,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over
HC04_VC49,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over
HC05_VC49,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over
HC06_VC49,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over
HC07_VC49,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over
HC08_VC49,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over
HC09_VC49,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over
HC01_VC50,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC02_VC50,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC03_VC50,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC04_VC50,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC05_VC50,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC06_VC50,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC07_VC50,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC08_VC50,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC09_VC50,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining"
HC01_VC51,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction
HC02_VC51,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction
HC03_VC51,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Construction
HC04_VC51,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction
HC05_VC51,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Construction
HC06_VC51,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction
HC07_VC51,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Construction
HC08_VC51,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction
HC09_VC51,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Construction
HC01_VC52,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC02_VC52,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC03_VC52,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC04_VC52,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC05_VC52,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC06_VC52,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC07_VC52,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC08_VC52,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC09_VC52,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Manufacturing
HC01_VC53,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC02_VC53,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC03_VC53,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC04_VC53,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC05_VC53,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC06_VC53,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC07_VC53,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC08_VC53,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC09_VC53,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade
HC01_VC54,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC02_VC54,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC03_VC54,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC04_VC54,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC05_VC54,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC06_VC54,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC07_VC54,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC08_VC54,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC09_VC54,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Retail trade
HC01_VC55,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC02_VC55,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC03_VC55,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC04_VC55,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC05_VC55,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC06_VC55,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC07_VC55,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC08_VC55,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC09_VC55,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities"
HC01_VC56,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Information
HC02_VC56,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Information
HC03_VC56,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Information
HC04_VC56,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Information
HC05_VC56,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Information
HC06_VC56,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Information
HC07_VC56,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Information
HC08_VC56,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Information
HC09_VC56,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Information
HC01_VC57,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC02_VC57,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC03_VC57,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC04_VC57,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC05_VC57,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC06_VC57,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC07_VC57,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC08_VC57,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC09_VC57,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing"
HC01_VC58,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC02_VC58,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC03_VC58,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC04_VC58,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC05_VC58,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC06_VC58,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC07_VC58,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC08_VC58,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC09_VC58,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services"
HC01_VC59,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC02_VC59,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC03_VC59,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC04_VC59,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC05_VC59,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC06_VC59,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC07_VC59,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC08_VC59,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC09_VC59,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance"
HC01_VC60,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC02_VC60,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC03_VC60,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC04_VC60,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC05_VC60,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC06_VC60,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC07_VC60,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC08_VC60,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC09_VC60,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services"
HC01_VC61,"2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC02_VC61,"2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC03_VC61,"2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC04_VC61,"2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC05_VC61,"2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC06_VC61,"2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC07_VC61,"2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC08_VC61,"2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC09_VC61,"2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration"
HC01_VC62,2014 Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC02_VC62,2013 Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC03_VC62,2014 - 2013 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC04_VC62,2012 Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC05_VC62,2014 - 2012 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC06_VC62,2011 Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC07_VC62,2014 - 2011 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC08_VC62,2010 Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC09_VC62,2014 - 2010 Statistical Significance; INDUSTRY - Civilian employed population 16 years and over - Public administration
HC01_VC66,2014 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over
HC02_VC66,2013 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over
HC03_VC66,2014 - 2013 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over
HC04_VC66,2012 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over
HC05_VC66,2014 - 2012 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over
HC06_VC66,2011 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over
HC07_VC66,2014 - 2011 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over
HC08_VC66,2010 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over
HC09_VC66,2014 - 2010 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over
HC01_VC67,2014 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC02_VC67,2013 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC03_VC67,2014 - 2013 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC04_VC67,2012 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC05_VC67,2014 - 2012 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC06_VC67,2011 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC07_VC67,2014 - 2011 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC08_VC67,2010 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC09_VC67,2014 - 2010 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Private wage and salary workers
HC01_VC68,2014 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC02_VC68,2013 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC03_VC68,2014 - 2013 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC04_VC68,2012 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC05_VC68,2014 - 2012 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC06_VC68,2011 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC07_VC68,2014 - 2011 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC08_VC68,2010 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC09_VC68,2014 - 2010 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Government workers
HC01_VC69,2014 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC02_VC69,2013 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC03_VC69,2014 - 2013 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC04_VC69,2012 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC05_VC69,2014 - 2012 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC06_VC69,2011 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC07_VC69,2014 - 2011 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC08_VC69,2010 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC09_VC69,2014 - 2010 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers
HC01_VC70,2014 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC02_VC70,2013 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC03_VC70,2014 - 2013 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC04_VC70,2012 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC05_VC70,2014 - 2012 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC06_VC70,2011 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC07_VC70,2014 - 2011 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC08_VC70,2010 Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC09_VC70,2014 - 2010 Statistical Significance; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
HC01_VC74,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC02_VC74,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC03_VC74,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC04_VC74,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC05_VC74,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC06_VC74,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC07_VC74,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC08_VC74,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC09_VC74,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households
HC01_VC75,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC02_VC75,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC03_VC75,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC04_VC75,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC05_VC75,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC06_VC75,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC07_VC75,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC08_VC75,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC09_VC75,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Less than $10,000"
HC01_VC76,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC02_VC76,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC03_VC76,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC04_VC76,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC05_VC76,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC06_VC76,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC07_VC76,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC08_VC76,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC09_VC76,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $10,000 to $14,999"
HC01_VC77,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC02_VC77,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC03_VC77,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC04_VC77,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC05_VC77,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC06_VC77,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC07_VC77,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC08_VC77,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC09_VC77,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $15,000 to $24,999"
HC01_VC78,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC02_VC78,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC03_VC78,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC04_VC78,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC05_VC78,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC06_VC78,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC07_VC78,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC08_VC78,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC09_VC78,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $25,000 to $34,999"
HC01_VC79,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC02_VC79,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC03_VC79,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC04_VC79,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC05_VC79,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC06_VC79,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC07_VC79,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC08_VC79,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC09_VC79,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $35,000 to $49,999"
HC01_VC80,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC02_VC80,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC03_VC80,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC04_VC80,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC05_VC80,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC06_VC80,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC07_VC80,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
